"","status_id","created_at","text","source","is_quote","is_retweet","retweet_count","favorite_count","quoted_name"
"ArianaGrande.145","1068195859911733248",2018-11-29 17:31:53,"we love u and can't wait for u to see the rest https://t.co/bAOBDD7RDr","Twitter Web Client",TRUE,FALSE,1579,17504,"M"
"ArianaGrande.146","1068195803850625025",2018-11-29 17:31:40,"pls. she's crying. love and appreciate u so very much. https://t.co/Vj918pZSSg","Twitter Web Client",TRUE,FALSE,1712,18690,"Brittny May"
"ArianaGrande.147","1068195648594300928",2018-11-29 17:31:03,"love u @pharrell https://t.co/EkwiHbF4oC","Twitter Web Client",TRUE,FALSE,2013,21435,"Bella"
"ArianaGrande.148","1068195570605416448",2018-11-29 17:30:44,"oh wow. we love you so much. https://t.co/PJwPphtCcl","Twitter Web Client",TRUE,FALSE,1685,19849,"aims"
"ArianaGrande.149","1068195388526481408",2018-11-29 17:30:01,"aw fredo and i are crying","Twitter Web Client",FALSE,FALSE,3260,37038,NA
"ArianaGrande.150","1068195074234757120",2018-11-29 17:28:46,"episode one ♡ what'd you think my babes? #dangerouswomandiaries","Twitter Web Client",FALSE,FALSE,4319,46568,NA
"ArianaGrande.151","1068190148314071040",2018-11-29 17:09:12,"we're gonna let u watch and then tweet u after ok bye #dangerouswomandiaries","Twitter Web Client",FALSE,FALSE,3596,32894,NA
"ArianaGrande.152","1068189866486198272",2018-11-29 17:08:04,"love u https://t.co/C1xAl8VOCg","Twitter Web Client",TRUE,FALSE,1863,20827,"tamara"
"ArianaGrande.153","1068189695018860544",2018-11-29 17:07:23,"yuh @pharrell https://t.co/6apbwWqQOT","Twitter Web Client",TRUE,FALSE,1850,20634,"alisa (follow me ariana)"
"ArianaGrande.154","1068188209698418688",2018-11-29 17:01:29,"episode one live now ♡ #dangerouswomandiaries @alfredoflores 'the light is coming' https://t.co/ejmyA4yyZi","Twitter Web Client",FALSE,FALSE,5725,26814,NA
"ArianaGrande.155","1068187421190184960",2018-11-29 16:58:21,"we love u. enjoy. https://t.co/I3CdlDt7Nd","Twitter Web Client",TRUE,FALSE,2128,25311,"kim"
"ArianaGrande.156","1068186727120986112",2018-11-29 16:55:36,"♡ https://t.co/Z2BEfilti9","Twitter Web Client",TRUE,FALSE,3074,30650,"Grande Tour News"
"ArianaGrande.157","1068185324864466944",2018-11-29 16:50:02,"today’s the day 🖤 if u decide to binge watch them all today, we love u and hope u enjoy. if u decide to wait til next week for ep two, we’ll see u then! meanwhile, ten mins til the ‘sweetener diary’ #dangerouswomandiaries","Twitter for iPhone",FALSE,FALSE,7341,59873,NA
"ArianaGrande.158","1068184126895738880",2018-11-29 16:45:16,"🖤 https://t.co/mDEmeINcrD","Twitter for iPhone",TRUE,FALSE,1995,22659,"larah"
"ArianaGrande.159","1068183122569621504",2018-11-29 16:41:16,"i love uuuuuuuuu https://t.co/26iThK0X0p","Twitter for iPhone",TRUE,FALSE,2486,27796,"kiD oRange"
"ArianaGrande.160","1068008879810695168",2018-11-29 05:08:54,"@Savan_Kotecha ily today was so fun","Twitter for iPhone",FALSE,FALSE,575,5897,NA
"ArianaGrande.161","1067948624229744640",2018-11-29 01:09:28,"@arianacuIture @AlfredoFlores we ain’t youtube. i’m in da booth singin. what’s goin on @youtube? 🖤 prolly a mistake. (did u like it i’m excited)","Twitter for iPhone",FALSE,FALSE,614,6022,NA
"ArianaGrande.162","1067924453256966145",2018-11-28 23:33:25,"yee https://t.co/hp8wnbgiXo","Twitter for iPhone",TRUE,FALSE,3188,37755,"Alfredo Flores"
"ArianaGrande.163","1067921528501690368",2018-11-28 23:21:48,"🖤 https://t.co/jrhW4ZmE9H","Twitter for iPhone",TRUE,FALSE,2754,31087,"Alfredo Flores"
"ArianaGrande.164","1067910166496989184",2018-11-28 22:36:39,"p.s. i got one answer. it’s one episode a week (for free) i believe. (fredo &amp; i did not come up w that part lol) however we’re so thrilled you’re seeing it finally.","Twitter for iPhone",FALSE,FALSE,6847,83649,NA
"ArianaGrande.165","1067909749641891841",2018-11-28 22:34:59,"mmk fredo and i are gonna come on and watch #DangerousWomanDiaries with u tomorrow. love u. 🖤","Twitter for iPhone",FALSE,FALSE,4032,38478,NA
"ArianaGrande.166","1067903535625326592",2018-11-28 22:10:18,"sick","Twitter for iPhone",FALSE,FALSE,17129,122559,NA
"ArianaGrande.167","1067903507552825345",2018-11-28 22:10:11,"aw my team was like USE THIS HASHTAG THIS IS THE ONE YOU’RE SUPPOSED TO USE COPY AND PASTE IT TO BE SURE and it had a typo in it aw","Twitter for iPhone",FALSE,FALSE,4651,62238,NA
"ArianaGrande.168","1067902678670295040",2018-11-28 22:06:53,"“i have no idea” applies to simply everything everyone is asking me rn but i love u","Twitter for iPhone",FALSE,FALSE,25730,200098,NA
"ArianaGrande.169","1067901570128310272",2018-11-28 22:02:29,"i don’t have them baby. they are still working on them and i promise i’ll get u them asap. i check in on it every day. https://t.co/uwxIcEzrYe","Twitter for iPhone",TRUE,FALSE,3932,49204,"Laura🖤/ ariana follows me"
"ArianaGrande.170","1067900390526480384",2018-11-28 21:57:48,"9am pst 🖤 https://t.co/qHnrlGoQZT","Twitter for iPhone",TRUE,FALSE,2981,33672,"əlləıuɐp"
"ArianaGrande.171","1067830107916488704",2018-11-28 17:18:31,"she’s finally here 🍼 https://t.co/qJcoYqipba","Twitter for iPhone",TRUE,FALSE,8129,82845,"Alfredo Flores"
"ArianaGrande.172","1067512149176541184",2018-11-27 20:15:04,"🖤 https://t.co/lg05ieZunS","Twitter for iPhone",TRUE,FALSE,19611,177795,"Alfredo Flores"
"ArianaGrande.173","1067297519598616576",2018-11-27 06:02:12,"https://t.co/4N3nOwp5Gr","Twitter Media Studio",FALSE,FALSE,278683,909810,NA
"ArianaGrande.174","1067114404100145153",2018-11-26 17:54:34,"🖤 you https://t.co/ZMEwFglyBS","Twitter for iPhone",TRUE,FALSE,9061,114904,"matty"
"ArianaGrande.175","1067108896911826946",2018-11-26 17:32:41,"🖤 https://t.co/8eYtoI9ylB","Twitter for iPhone",TRUE,FALSE,14796,125419,"BBC Radio 1"
"ArianaGrande.176","1066612142747467777",2018-11-25 08:38:46,"@alldatgrande fuck. y’all really make me wanna stay. imma go tho for a min. it’s too gnarly on here. i’ll be back tho. love u bye.","Twitter for iPhone",FALSE,FALSE,1197,13781,NA
"ArianaGrande.177","1066611277563195392",2018-11-25 08:35:19,"peace","Twitter for iPhone",FALSE,FALSE,24938,168699,NA
"ArianaGrande.178","1066611002878320640",2018-11-25 08:34:14,"sending u all a shit ton of love","Twitter for iPhone",FALSE,FALSE,41580,268771,NA
"ArianaGrande.179","1066599058146418688",2018-11-25 07:46:46,"everything i feel is valid and safe. everything i do is genuine and honest. there is no right or wrong during this period.","Twitter for iPhone",FALSE,FALSE,45833,299264,NA
"ArianaGrande.180","1066597310853865472",2018-11-25 07:39:49,"i love you very much https://t.co/KiDU9gfcUh","Twitter for iPhone",TRUE,FALSE,10032,137466,"h"
"ArianaGrande.181","1066593685389766656",2018-11-25 07:25:25,"like fuck","Twitter for iPhone",FALSE,FALSE,53318,266031,NA
"ArianaGrande.182","1066591133675925504",2018-11-25 07:15:17,"some of the shit i read on here makes me sick to my stomach. it scares me the way some people think and i don’t like this world a lot of the time. if only we could be more compassionate and gentle with one another. that’d be sick.","Twitter for iPhone",FALSE,FALSE,95172,594433,NA
"ArianaGrande.183","1066589702688452609",2018-11-25 07:09:36,"@VicVonDoom_ i pray you never have to deal with anything like this ever and i’m sending you peace and love.","Twitter for iPhone",FALSE,FALSE,5578,43532,NA
"ArianaGrande.184","1066562500043276289",2018-11-25 05:21:30,"these are my favorite nights  @hannahluxdavis","Twitter for iPhone",FALSE,FALSE,3813,56097,NA
"ArianaGrande.185","1066404107282374656",2018-11-24 18:52:06,"🖤 https://t.co/vfMuYGVShs","Twitter for iPhone",TRUE,FALSE,24109,338523,"Jonathan Bennett"
"ArianaGrande.186","1066396585947348992",2018-11-24 18:22:13,"@bettreroff me too lmfao","Twitter for iPhone",FALSE,FALSE,478,6751,NA
"ArianaGrande.187","1066395693454000129",2018-11-24 18:18:40,"@sadbhtoside 🖤","Twitter for iPhone",FALSE,FALSE,474,7015,NA
"ArianaGrande.188","1066395616702423040",2018-11-24 18:18:22,"@beyapeshit nope :)","Twitter for iPhone",FALSE,FALSE,476,6469,NA
"ArianaGrande.189","1066387841142255616",2018-11-24 17:47:28,"way too damn needy https://t.co/ZGQ2GBqP7i","Twitter for iPhone",FALSE,FALSE,22766,239195,NA
"ArianaGrande.190","1066366739418468352",2018-11-24 16:23:37,"you’re like really pretty https://t.co/NMzKFLVp3M","Twitter for iPhone",FALSE,FALSE,77445,639697,NA
"ArianaGrande.191","1066355291468386304",2018-11-24 15:38:08,"https://t.co/kIoeT9xLNa","Twitter for iPhone",FALSE,FALSE,65149,500116,NA
"ArianaGrande.192","1066124484564869120",2018-11-24 00:20:59,"@whenraindr0ps @arianasweetened well i’m working on it all now. 🖤 letting breathin and thank u next live for a little while longer but i can’t wait for u to hear more. love y’all. i’ll be back tomorrow.","Twitter for iPhone",FALSE,FALSE,855,8997,NA
"ArianaGrande.193","1066123924524548096",2018-11-24 00:18:45,"@arianasweetened yes lol. the whole thing takes place over the course of like 3 of the worst weeks of my life. we brought as much light to it as we could tho.","Twitter for iPhone",FALSE,FALSE,939,9293,NA
"ArianaGrande.194","1066123206212280320",2018-11-24 00:15:54,"@betteroffkeith @remstyIes your girl was SAD and inspired 🖤","Twitter for iPhone",FALSE,FALSE,644,7808,NA
"ArianaGrande.195","1066122890544787456",2018-11-24 00:14:39,"@remstyIes i dunno like 15 mins !","Twitter for iPhone",FALSE,FALSE,546,7310,NA
"ArianaGrande.196","1066122384665534464",2018-11-24 00:12:38,"@betteroffdeluxe i wrote it in my head rose","Twitter for iPhone",FALSE,FALSE,532,7153,NA
"ArianaGrande.197","1066119416415367168",2018-11-24 00:00:51,"he’s the most professional living being i’ve ever been on set with and no part of me is kidding. https://t.co/zecmy8cjkB","Twitter for iPhone",TRUE,FALSE,4812,67930,"aimee 177"
"ArianaGrande.198","1066116743775416320",2018-11-23 23:50:13,"regina regina regina https://t.co/2roPzikCed","Twitter for iPhone",FALSE,FALSE,3820,54271,NA
"ArianaGrande.199","1066116539269603328",2018-11-23 23:49:25,"super pregnant and brilliant as always https://t.co/BZ90M0CJUC","Twitter for iPhone",TRUE,FALSE,4421,79914,"jeremy"
"ArianaGrande.200","1066115822244876288",2018-11-23 23:46:34,"i do not have words...... i don’t think y’all have any idea. https://t.co/6dGCN5gAHJ","Twitter for iPhone",FALSE,FALSE,2356,33465,NA
"ArianaGrande.201","1066115669790347269",2018-11-23 23:45:57,"yeee. italian as fuck. https://t.co/5ZSkVz0VvM","Twitter for iPhone",TRUE,FALSE,4501,56923,"kam"
"ArianaGrande.202","1066115436763181056",2018-11-23 23:45:02,"nope but i love her v much https://t.co/jTGIC2DaXS","Twitter for iPhone",TRUE,FALSE,2294,33798,"jackie"
"ArianaGrande.203","1066115228004302848",2018-11-23 23:44:12,"possibly ... 🖤 https://t.co/9VsVjGWsqa","Twitter for iPhone",TRUE,FALSE,2854,40903,"agata"
"ArianaGrande.204","1066114949737410560",2018-11-23 23:43:06,"no. but there’s a lot of footage. so you’ll have to wait and see. 🖤 https://t.co/WJ6j4vALEB","Twitter for iPhone",TRUE,FALSE,2483,32365,"tammy"
"ArianaGrande.205","1066114598799982592",2018-11-23 23:41:42,"“teehee”?....... pls. you’re the most precious human being alive. https://t.co/MhxuLh5lG7","Twitter for iPhone",TRUE,FALSE,3968,58748,"Joan Grande"
"ArianaGrande.206","1066114289751052288",2018-11-23 23:40:28,"well ... without inspiring more questions, the first cut will be pretty close to the length of the song. 👼🏼 https://t.co/mW2dQMntt9","Twitter for iPhone",TRUE,FALSE,3249,46614,"noah"
"ArianaGrande.207","1066113444301041664",2018-11-23 23:37:07,"i really don’t think anything on earth could get @joangrande in a pink fit..... like anything. https://t.co/VdlymWKDib","Twitter for iPhone",TRUE,FALSE,2817,35165,"charleigh"
"ArianaGrande.208","1066112996504559616",2018-11-23 23:35:20,"she would never... unfortunately. 🖤 BUT.. i did get someone to play her. meaning i got somebody to play @joangrande playing mrs. george. https://t.co/QtyPXdcBTA","Twitter for iPhone",TRUE,FALSE,4445,56396,"alex"
"ArianaGrande.209","1066111794882564096",2018-11-23 23:30:33,"🖤 https://t.co/HJPf1UgPi9","Twitter for iPhone",TRUE,FALSE,2959,34527,"Scooter Braun"
"ArianaGrande.210","1066045143919157248",2018-11-23 19:05:43,"https://t.co/UFONYNRHU1","Twitter for iPhone",FALSE,FALSE,38187,309024,NA
"ArianaGrande.211","1066028801736364032",2018-11-23 18:00:46,"https://t.co/jM397t5MHU","Twitter for iPhone",FALSE,FALSE,80218,540444,NA
"ArianaGrande.212","1066018503356899328",2018-11-23 17:19:51,"🖤 https://t.co/2ppEnY3oJr","Twitter for iPhone",TRUE,FALSE,4375,59803,"‏ً"
"ArianaGrande.213","1066017417858433024",2018-11-23 17:15:32,"🖤 https://t.co/cGpaB3dky1","Twitter for iPhone",TRUE,FALSE,3114,42793,"🧚🏼‍♀️"
"ArianaGrande.214","1066017204523552769",2018-11-23 17:14:41,"u know the rule https://t.co/vv58cb8nze","Twitter for iPhone",TRUE,FALSE,5167,68254,"andrew"
"ArianaGrande.215","1066016780357750784",2018-11-23 17:13:00,"@bangbangbutera M ain’t in the book he next to my bed","Twitter for iPhone",FALSE,FALSE,3195,26086,NA
"ArianaGrande.216","1066016307018006528",2018-11-23 17:11:07,"🖤 https://t.co/19RLWbfjtg","Twitter for iPhone",TRUE,FALSE,3307,41719,"sadbh"
"ArianaGrande.217","1066014621461471232",2018-11-23 17:04:26,"coming soon https://t.co/oXuTjUmewJ","Twitter for iPhone",FALSE,FALSE,80128,527917,NA
"ArianaGrande.218","1065669339355869189",2018-11-22 18:12:24,"@emoblackthot ilysm and wish i could hug u rn","Twitter for iPhone",FALSE,FALSE,878,11811,NA
"ArianaGrande.219","1065660648065908736",2018-11-22 17:37:52,"@arianafenty good. love u.","Twitter for iPhone",FALSE,FALSE,568,7138,NA
"ArianaGrande.220","1065660573650546688",2018-11-22 17:37:34,"@grandekordei it’s utterly bizarre","Twitter for iPhone",FALSE,FALSE,564,7281,NA
"ArianaGrande.221","1065660264228446208",2018-11-22 17:36:20,"love u more https://t.co/vj64jK1E0c","Twitter for iPhone",TRUE,FALSE,3531,51137,"ً"
"ArianaGrande.222","1065660063107305473",2018-11-22 17:35:32,"same always. love u. https://t.co/r4g3kqEMLk","Twitter for iPhone",TRUE,FALSE,2668,35856,"Lucrezia"
"ArianaGrande.223","1065659749704712193",2018-11-22 17:34:17,"sending all of u the most https://t.co/QSXbOkd5Ds","Twitter for iPhone",TRUE,FALSE,4301,55706,"jony"
"ArianaGrande.224","1065659351216443392",2018-11-22 17:32:42,"hold your loved ones close n enjoy your families today. ❄️ thankful for y’all.","Twitter for iPhone",FALSE,FALSE,32652,240214,NA
"ArianaGrande.225","1065435707085189121",2018-11-22 02:44:02,"@gryffindorboca love u more","Twitter for iPhone",FALSE,FALSE,534,7010,NA
"ArianaGrande.226","1065435293795282944",2018-11-22 02:42:23,"@remsdrop twitter change ur algorithm to help me do so challenge. love all of u so much.","Twitter for iPhone",FALSE,FALSE,750,8107,NA
"ArianaGrande.227","1065434711009316864",2018-11-22 02:40:04,"@godisfenty i do a couple of torrence scenes but i identify w missy / she’s my fav so a lil bit of both","Twitter for iPhone",FALSE,FALSE,612,7255,NA
"ArianaGrande.228","1065433916830433280",2018-11-22 02:36:55,"@controlIa i lowkey channel both of them","Twitter for iPhone",FALSE,FALSE,533,6707,NA
"ArianaGrande.229","1065422439167840256",2018-11-22 01:51:18,"my heart can’t take much more today https://t.co/aP2GS2kXqK","Twitter for iPhone",TRUE,FALSE,4795,73085,"Eliza Dushku"
"ArianaGrande.230","1065392320177102848",2018-11-21 23:51:37,"i’m gonna pass out https://t.co/D3wgEEuwyO","Twitter for iPhone",TRUE,FALSE,8997,142278,"Gabrielle Union"
"ArianaGrande.231","1065350112254164992",2018-11-21 21:03:54,"@TheEllenShow @joangrande me too. we’re so much stronger together! 🖤 love u.","Twitter for iPhone",FALSE,FALSE,3076,45396,NA
"ArianaGrande.232","1065343274909495297",2018-11-21 20:36:44,"@sweetenergabry i love this 🖤 but the thing is... that top left was an elle look. u haven’t even seen my regina looks yet. 😇","Twitter for iPhone",FALSE,FALSE,933,9568,NA
"ArianaGrande.233","1065334134761910272",2018-11-21 20:00:25,"that’s all for today .... thank u, next 🖤🏈 https://t.co/D6KRNAayXc","Twitter for iPhone",FALSE,FALSE,46229,377671,NA
"ArianaGrande.234","1065333042514817024",2018-11-21 19:56:04,"🖤🏈 https://t.co/fo00qFZjkU","Twitter for iPhone",TRUE,FALSE,6097,85186,"martina"
"ArianaGrande.235","1065332710858678272",2018-11-21 19:54:45,"me. your homework has been assigned. https://t.co/N2oopCXQ5h","Twitter for iPhone",TRUE,FALSE,10024,131976,"paul"
"ArianaGrande.236","1065328803155562497",2018-11-21 19:39:14,"i don’t have words https://t.co/KGV7Hchc5b","Twitter for iPhone",TRUE,FALSE,3729,59595,"Iize"
"ArianaGrande.237","1065328670321983488",2018-11-21 19:38:42,"indeed https://t.co/OWjWB1YLef","Twitter for iPhone",TRUE,FALSE,3680,59324,"ً"
"ArianaGrande.238","1065328301885935616",2018-11-21 19:37:14,"my next tattoo https://t.co/aFvQRALIxD","Twitter for iPhone",TRUE,FALSE,7998,120106,"Colleen Ballinger🎗"
"ArianaGrande.239","1065321719072677888",2018-11-21 19:11:05,"east compton 🍀lovers 🖤 thank u, next https://t.co/ff8XEJRzoD","Twitter for iPhone",FALSE,FALSE,18915,189080,NA
"ArianaGrande.240","1065308308230164481",2018-11-21 18:17:47,"i- https://t.co/UjKs3gavib","Twitter for iPhone",TRUE,FALSE,3385,47059,"isobel"
"ArianaGrande.241","1065308273606180864",2018-11-21 18:17:39,"🖤 https://t.co/a7VE2HDzVi","Twitter for iPhone",TRUE,FALSE,3274,44253,"MTV"
"ArianaGrande.242","1065306399230451713",2018-11-21 18:10:12,"‘i transferred from los angeles, your school has no gymnastics team this issaalast resort ........ ok i’ve never cheered before so what?’ https://t.co/hD3pDR3K1k","Twitter for iPhone",FALSE,FALSE,74166,455952,NA
"ArianaGrande.243","1065305232085635072",2018-11-21 18:05:34,"just know it’s not coming this weekend yet and i’ll tell u more things","Twitter for iPhone",FALSE,FALSE,5847,80511,NA
"ArianaGrande.244","1065305033254662144",2018-11-21 18:04:46,"kinda wanna tell u the fourth movie now can i","Twitter for iPhone",FALSE,FALSE,5004,73301,NA
"ArianaGrande.245","1065303328513355781",2018-11-21 17:58:00,"@arianasriots probably not but i am","Twitter for iPhone",FALSE,FALSE,1324,21830,NA
"ArianaGrande.246","1065303153585733632",2018-11-21 17:57:18,"@piersmorgan nah and it ain’t ur girls’ either i can promise u that","Twitter for iPhone",FALSE,FALSE,8851,72767,NA
"ArianaGrande.247","1065302523379048448",2018-11-21 17:54:48,"@onelovesbutera period.","Twitter for iPhone",FALSE,FALSE,1014,10543,NA
"ArianaGrande.248","1065302311575027713",2018-11-21 17:53:58,"thank u fuckin next","Twitter for iPhone",FALSE,FALSE,272187,844548,NA
"ArianaGrande.249","1065301632680771585",2018-11-21 17:51:16,"anyway","Twitter for iPhone",FALSE,FALSE,17447,103219,NA
"ArianaGrande.250","1065301295181914112",2018-11-21 17:49:55,"when u do it it’s ok tho right? https://t.co/FJyF24ZlYx","Twitter for iPhone",TRUE,FALSE,36534,287141,"Piers Morgan"
"ArianaGrande.251","1065300013335556096",2018-11-21 17:44:50,"also @piersmorgan, i look forward to the day you realize there are other ways to go about making yourself relevant than to criticize young, beautiful, successful women for everything they do. i think that’ll be a beautiful thing for you and your career or what’s left of it. 🖤","Twitter for iPhone",FALSE,FALSE,73704,528976,NA
"ArianaGrande.252","1065299297065885696",2018-11-21 17:41:59,"keep fighting the fight divas @LittleMix 🖤 your sisters have your back","Twitter for iPhone",FALSE,FALSE,36336,219369,NA
