"","status_id","created_at","text","source","is_quote","is_retweet","retweet_count","favorite_count","quoted_name"
"ArianaGrande.706","1046615938181877760",2018-10-01 04:20:59,"hello october","Twitter for iPhone",FALSE,FALSE,65941,255120,NA
"ArianaGrande.707","1046151352425033728",2018-09-29 21:34:53,"omg mood also i’ve never seen someone cuter @grandethegod https://t.co/TND6nzepaD","Twitter for iPhone",FALSE,FALSE,4151,45588,NA
"ArianaGrande.708","1046150410900316162",2018-09-29 21:31:09,"i’m tellin u https://t.co/cb1ljgTaNa","Twitter for iPhone",TRUE,FALSE,3703,44099,"jess"
"ArianaGrande.709","1046149963212869635",2018-09-29 21:29:22,"in love 
now i want this one tooooo https://t.co/AfSgF7rVYe","Twitter for iPhone",TRUE,FALSE,3912,49545,"paige"
"ArianaGrande.710","1046138455741419521",2018-09-29 20:43:38,"superstar shit. i love u. i cant wait to hug u tn. https://t.co/h66P1vUC7m","Twitter for iPhone",TRUE,FALSE,3103,33527,"Victoria Monét"
"ArianaGrande.711","1046138243505430528",2018-09-29 20:42:48,"ily imy already pls move to new york https://t.co/2broM8oNno","Twitter for iPhone",TRUE,FALSE,3187,34963,"Alfredo Flores"
"ArianaGrande.712","1046127725809995777",2018-09-29 20:01:00,"they say my system is overloaaaded ☁️ https://t.co/eemKWHnQuF","Twitter for iPhone",FALSE,FALSE,13796,103675,NA
"ArianaGrande.713","1046125534927880193",2018-09-29 19:52:18,"pǝzɐlq https://t.co/pprfpsf9Hu","Twitter for iPhone",FALSE,FALSE,6729,56759,NA
"ArianaGrande.714","1046112824760651776",2018-09-29 19:01:47,"wow i love u so much","Twitter for iPhone",FALSE,FALSE,20921,131921,NA
"ArianaGrande.715","1046111800956211200",2018-09-29 18:57:43,"my babies. it’s poppin. https://t.co/Jpl0vcOGLX","Twitter for iPhone",TRUE,FALSE,3670,36969,"louna"
"ArianaGrande.716","1046111605694574597",2018-09-29 18:56:57,"i love u https://t.co/X9FKGP7HG4","Twitter for iPhone",TRUE,FALSE,2716,34856,"maddie"
"ArianaGrande.717","1046093249314803712",2018-09-29 17:44:00,"and ever https://t.co/JK74zRvTTx","Twitter for iPhone",TRUE,FALSE,3513,34470,"ɥdǝʇs 💧"
"ArianaGrande.718","1046093194709139458",2018-09-29 17:43:47,"i love “fuck it up bitch” https://t.co/M30sxCmTog","Twitter for iPhone",TRUE,FALSE,4470,48445,"aid"
"ArianaGrande.719","1046092272062935046",2018-09-29 17:40:07,"can’t wait to steal this https://t.co/CERQUMbfHY","Twitter for iPhone",TRUE,FALSE,3636,37459,"karo"
"ArianaGrande.720","1046085974881693696",2018-09-29 17:15:06,"i love u https://t.co/fbcrXXgDyf","Twitter for iPhone",TRUE,FALSE,2769,27905,"madison"
"ArianaGrande.721","1046085463369560064",2018-09-29 17:13:04,"☁️ @spotify https://t.co/lgTEb7kwga","Twitter for iPhone",FALSE,FALSE,8871,66497,NA
"ArianaGrande.722","1046082166680170496",2018-09-29 16:59:58,"u can feel it feel it","Twitter for iPhone",FALSE,FALSE,13472,93516,NA
"ArianaGrande.723","1046081963218685954",2018-09-29 16:59:09,"sweetener land @spotify https://t.co/60I2XmVmZy","Twitter for iPhone",FALSE,FALSE,6375,54491,NA
"ArianaGrande.724","1046081572804464642",2018-09-29 16:57:36,"uoos llǝʍ ʇǝƃ @spotify #sweetenerspotify https://t.co/3gfzASOO8Q","Twitter for iPhone",FALSE,FALSE,8022,51666,NA
"ArianaGrande.725","1045900636469047296",2018-09-29 04:58:38,"if ya end up checking out the #sweetenerspotify exhibit this weekend pls use the hashtag so i can creep n see y’all having fun in the space i’m so excited. thank u @spotify. this is such a fun and creative way to bring music to life. 🛸🖖🏼 https://t.co/NT6vycYMmw","Twitter for iPhone",FALSE,FALSE,10307,79352,NA
"ArianaGrande.726","1045900399247597568",2018-09-29 04:57:41,"the ʎɹɔ oʇ ʇɟǝl sɹɐǝʇ ou room @spotify #sweetenerspotify 🌫
photo @kevinmazur https://t.co/yneUQXuZEt","Twitter for iPhone",FALSE,FALSE,8819,58587,NA
"ArianaGrande.727","1045900249313751040",2018-09-29 04:57:05,"thank you @spotify #sweetenerspotify 🌫🛸☁️ photo @kevinmazur https://t.co/UdF8MocFiJ","Twitter for iPhone",FALSE,FALSE,7660,54196,NA
"ArianaGrande.728","1045708922458439682",2018-09-28 16:16:50,"just a city boooy https://t.co/HjXJXjFHqv","Twitter for iPhone",FALSE,FALSE,10599,101132,NA
"ArianaGrande.729","1045703896243556358",2018-09-28 15:56:51,"ok ily thanks for being my best friends have a good day","Twitter for iPhone",FALSE,FALSE,15642,143300,NA
"ArianaGrande.730","1045703438791790593",2018-09-28 15:55:02,"@grandethegod thank god lmao","Twitter for iPhone",FALSE,FALSE,636,7041,NA
"ArianaGrande.731","1045703287805288449",2018-09-28 15:54:26,"@howimoveyou YOUUUU CAN DANCE","Twitter for iPhone",FALSE,FALSE,644,6306,NA
"ArianaGrande.732","1045703038462316544",2018-09-28 15:53:27,"like ..... nothing has ever been louder than what i’m overhearing rn","Twitter for iPhone",FALSE,FALSE,4576,51201,NA
"ArianaGrande.733","1045702918249345024",2018-09-28 15:52:58,"there’s actually nothing funnier than feeling all of the feelings while doug and frankie are .............. b l a s t i n g mama mia in the kitchen","Twitter for iPhone",FALSE,FALSE,7101,79976,NA
"ArianaGrande.734","1045701046583140359",2018-09-28 15:45:32,"@grandebieber a concept. i’ll figure it out. i love u.","Twitter for iPhone",FALSE,FALSE,661,6646,NA
"ArianaGrande.735","1045700654998728713",2018-09-28 15:43:58,"@enemybieber @betteroffnjh like maybe i’ll do a mini one. i cant do what i did last time right now. that i do know. whatever it is i hope it’s okay with you. i just love and miss you. everybody telling me i need to take time but i’m so antsy. idk. ily.","Twitter for iPhone",FALSE,FALSE,1036,8855,NA
"ArianaGrande.736","1045700200097034242",2018-09-28 15:42:10,"@enemybieber @betteroffnjh id never regret it. my happiest moments are with y’all and on stage and stuff. i think it’s just the looooooong chunks of time away from home that are scary to me rn. hi i’m being too honest and people r gonna tear me apart but idc anymore. lol.","Twitter for iPhone",FALSE,FALSE,1216,9405,NA
"ArianaGrande.737","1045698772083363840",2018-09-28 15:36:30,"@betteroffnjh i kno. but i miss u. i’m antsy. can’t sit still. i wanna tour now. yesterday i jus wanted to sit home forever but today i wanna do shows and see u. it’s all v up n down rn. but hi ily. i am working on it. i’ll keep ya posted.","Twitter for iPhone",FALSE,FALSE,1822,13661,NA
"ArianaGrande.738","1045697408494174208",2018-09-28 15:31:04,"@keepbreathinagb ily more i’m so sorry for yesterday yikes. i love u and never want u to worry ab me or think i want attention sksksjsjs i have way too much as it is w/o askin. jus had a human moment and wanted to confide. u know how much i love you. on some real life shit. and yeah. sry &amp; ily.","Twitter for iPhone",FALSE,FALSE,1772,12623,NA
"ArianaGrande.739","1045696246424510464",2018-09-28 15:26:27,"hello i love u","Twitter for iPhone",FALSE,FALSE,35835,226775,NA
"ArianaGrande.740","1045447638374653952",2018-09-27 22:58:35,"ily","Twitter for iPhone",FALSE,FALSE,20334,138484,NA
"ArianaGrande.741","1045434463042359296",2018-09-27 22:06:13,"@gracefullyagb @ImBreathing4U ok ily","Twitter for iPhone",FALSE,FALSE,985,10620,NA
"ArianaGrande.742","1045433836862156801",2018-09-27 22:03:44,"@ImBreathing4U ur angels in my life. it’s just been a tough month. i’m trying to get my work done and get back to normal and it’s hard and i’m human and tired. sorry i let u in or worried u. i shouldn’t have tweeted. i kno better.","Twitter for iPhone",FALSE,FALSE,2570,17769,NA
"ArianaGrande.743","1045427588322283521",2018-09-27 21:38:54,"j fucking k https://t.co/LeY2UGtrSP","Twitter for iPhone",TRUE,FALSE,129551,479445,"Ariana Grande"
"ArianaGrande.744","1045425982965002240",2018-09-27 21:32:32,"i’m so tired pls","Twitter for iPhone",FALSE,FALSE,39776,166243,NA
"ArianaGrande.745","1045425856406065154",2018-09-27 21:32:01,"can i pls have one okay day. just one. pls.","Twitter for iPhone",FALSE,FALSE,103585,392959,NA
"ArianaGrande.746","1044992071067529216",2018-09-26 16:48:19,"🌫 https://t.co/jT6rphT0rg","Twitter for iPhone",TRUE,FALSE,5606,53843,"Spotify USA"
"ArianaGrande.747","1044801464227557376",2018-09-26 04:10:55,"yes :) https://t.co/o3OdHia60W","Twitter for iPhone",TRUE,FALSE,7153,70767,"thank u, next💋"
"ArianaGrande.748","1044260494465540096",2018-09-24 16:21:17,"all the kisses. happy fall. https://t.co/gMY6eKJISO","Twitter for iPhone",FALSE,FALSE,21781,192935,NA
"ArianaGrande.749","1043567374232969217",2018-09-22 18:27:05,"i love u so v much","Twitter for iPhone",FALSE,FALSE,27732,197328,NA
"ArianaGrande.750","1043563934610010113",2018-09-22 18:13:25,"everything will be okay","Twitter for iPhone",FALSE,FALSE,142458,505504,NA
"ArianaGrande.751","1042870768412053505",2018-09-20 20:19:01,"love u i’m thinking of u","Twitter for iPhone",FALSE,FALSE,63914,357207,NA
"ArianaGrande.752","1042870589382438912",2018-09-20 20:18:18,"! https://t.co/y681k5W8WK","Twitter for iPhone",TRUE,FALSE,17546,110732,"Jericho C."
"ArianaGrande.753","1042870424172933121",2018-09-20 20:17:39,"hi :) thank u https://t.co/Aa0DYx8uTK","Twitter for iPhone",TRUE,FALSE,9805,94735,"Pop Crave"
"ArianaGrande.754","1041851605941796867",2018-09-18 00:49:14,"☁️ in stores 9/23 and available online here now: https://t.co/xfphxWg185 https://t.co/Qx6uCiZd7p","Twitter for iPhone",FALSE,FALSE,16773,117942,NA
"ArianaGrande.755","1037836731511463937",2018-09-06 22:55:33,"til next time https://t.co/TWwUxfiyC1","Twitter for iPhone",FALSE,FALSE,20238,187499,NA
"ArianaGrande.756","1037835604183183360",2018-09-06 22:51:04,"o woah london that was so special. i love u more than words can express. thank u for everything i’m so grateful and also fully sleeping. u are everything. sweet dreams.","Twitter for iPhone",FALSE,FALSE,7218,86229,NA
"ArianaGrande.757","1037614884031217664",2018-09-06 08:14:00,"@arianasorbit @lightxblazed @RaindropsEm @gmzperfect @shadeofari @sleepsinrem @everytimesari maybe it’s the man who says “congratulations” ♡ i hope it’s him","Twitter for iPhone",FALSE,FALSE,544,6252,NA
"ArianaGrande.758","1037614375635496960",2018-09-06 08:11:59,"@aintnotearleft @lightxblazed @RaindropsEm @gmzperfect @shadeofari @sleepsinrem @everytimesari tru ! things r LOOKIN UP","Twitter for iPhone",FALSE,FALSE,511,5483,NA
"ArianaGrande.759","1037614228532801537",2018-09-06 08:11:24,"@grandekordei @lightxblazed @RaindropsEm @gmzperfect @shadeofari @sleepsinrem @everytimesari so much better. i love u. ty.","Twitter for iPhone",FALSE,FALSE,483,4973,NA
"ArianaGrande.760","1037614012341657600",2018-09-06 08:10:33,"@lightxblazed @RaindropsEm @gmzperfect @shadeofari @sleepsinrem @everytimesari we love a biiiiiiiig loopooooong reach and a telling of a someone else’s story and a whole ass backstory w a cherry on top","Twitter for iPhone",FALSE,FALSE,570,5723,NA
"ArianaGrande.761","1037613030341836800",2018-09-06 08:06:39,"@RaindropsEm @gmzperfect @shadeofari @sleepsinrem @everytimesari SKSHSKSJSJSKS","Twitter for iPhone",FALSE,FALSE,477,5404,NA
"ArianaGrande.762","1037612773193261056",2018-09-06 08:05:37,"@moonofari @gmzperfect @shadeofari @sleepsinrem @everytimesari IT REALLY DOESNT I","Twitter for iPhone",FALSE,FALSE,444,4532,NA
"ArianaGrande.763","1037612031401189376",2018-09-06 08:02:40,"@gmzperfect @shadeofari @sleepsinrem @everytimesari i don’t kno i jus liked it ! ilya pulled it up n i was like that’s sick put that in there lmfaOoOoOo","Twitter for iPhone",FALSE,FALSE,547,5756,NA
"ArianaGrande.764","1037611793080897536",2018-09-06 08:01:44,"@velvetsweetener @shadeofari @sleepsinrem @everytimesari i’m shaking laughing. like.","Twitter for iPhone",FALSE,FALSE,428,4471,NA
"ArianaGrande.765","1037611607105449985",2018-09-06 08:00:59,"@SometimesBritt rose i don’t even think that’s english","Twitter for iPhone",FALSE,FALSE,503,4856,NA
"ArianaGrande.766","1037611372014657536",2018-09-06 08:00:03,"@shadeofari @sleepsinrem @everytimesari like this sounds like space mountain not my grandfather is everyone ok i’m screaming","Twitter for iPhone",FALSE,FALSE,627,6140,NA
"ArianaGrande.767","1037611131722969088",2018-09-06 07:59:06,"@shadeofari @sleepsinrem @everytimesari this sounds .......... nothing like him i-...........","Twitter for iPhone",FALSE,FALSE,454,4373,NA
"ArianaGrande.768","1037610190076567552",2018-09-06 07:55:21,"@sleepsinrem @everytimesari that voice is a random sample who started this i-","Twitter for iPhone",FALSE,FALSE,676,6425,NA
"ArianaGrande.769","1037596895034716160",2018-09-06 07:02:32,"ʰᵉᶫᶫᵒ﹗﹗ https://t.co/XlQYDbuerT","Twitter for iPhone",FALSE,FALSE,15465,132891,NA
"ArianaGrande.770","1037582719805476864",2018-09-06 06:06:12,"oof i love u sm","Twitter for iPhone",FALSE,FALSE,14042,103033,NA
"ArianaGrande.771","1037582070774677504",2018-09-06 06:03:37,"@adorethetimes hello u are the kindest human beings on the planet n i’ll always appreciate u n try my best to never let u down thanks for being so gentle n loving w me n always valuing my ‘human’ life as well as my professional one tbh","Twitter for iPhone",FALSE,FALSE,847,5908,NA
"ArianaGrande.772","1037574484331511809",2018-09-06 05:33:28,"sleep is ............. that bitch","Twitter for iPhone",FALSE,FALSE,67372,255555,NA
"ArianaGrande.773","1037436163211108352",2018-09-05 20:23:50,"@bealrightdeluxe @arianashijabi i’m like really trying. it’s jus been a while since i’ve done this or been this far away from home. this was a huge test. so far not so great hehe. but i’ve loved singing for u and seeing ur faces. that part has been nice. thanks for understanding n for loving me.","Twitter for iPhone",FALSE,FALSE,974,7719,NA
"ArianaGrande.774","1037434998285103104",2018-09-05 20:19:12,"@arianashijabi sry i’m really really anxious and really exhausted and jus trying to get thru the trip. hope that’s ok. hope you enjoy the performances. my priority is giving u the best performances i’m capable of. i don’t really care ab having my picture taken. love u.","Twitter for iPhone",FALSE,FALSE,996,7896,NA
"ArianaGrande.775","1037152582089814016",2018-09-05 01:36:59,"uopuol n ʞuɐɥʇ https://t.co/Fwn7JMhvQA","Twitter for iPhone",FALSE,FALSE,18410,162538,NA
"ArianaGrande.776","1037088035031207938",2018-09-04 21:20:30,"omg london i love u that was so special thank u sm","Twitter for iPhone",FALSE,FALSE,7608,94632,NA
"ArianaGrande.777","1036907962806165504",2018-09-04 09:24:57,"@hersweeteners ... this is ......... the cutest","Twitter for iPhone",FALSE,FALSE,648,7205,NA
"ArianaGrande.778","1036907360290103296",2018-09-04 09:22:34,"london i was so excited to get here i couldn’t sleep i need to nap but i love u n can’t wait to see u tn i’ve missed u so","Twitter for iPhone",FALSE,FALSE,7431,92380,NA
"ArianaGrande.779","1036655128831504385",2018-09-03 16:40:17,"b kind to ya bawdy 🦌 https://t.co/3yDoraA2nF","Twitter for iPhone",FALSE,FALSE,9407,104336,NA
"ArianaGrande.780","1036480006724231168",2018-09-03 05:04:25,"woooooah i cant believe it’s been five years since my debut album ! ........ the fuck. i love u ! thank u for everything n may the next five years be just as special. 🌬 https://t.co/7hmP4ufB2K","Twitter for iPhone",FALSE,FALSE,28777,174035,NA
"ArianaGrande.781","1036374298481647619",2018-09-02 22:04:22,"happy septemba i hope ya smiling","Twitter for iPhone",FALSE,FALSE,31836,180216,NA
"ArianaGrande.782","1035998654782300160",2018-09-01 21:11:41,"love u so much","Twitter for iPhone",FALSE,FALSE,25621,169936,NA
"ArianaGrande.783","1035998048755769345",2018-09-01 21:09:17,"can’t wait to see, hug, sing for my UK babes it’s jus what my heart needs 🛸 see u soon","Twitter for iPhone",FALSE,FALSE,9581,105555,NA
"ArianaGrande.784","1035391256581558272",2018-08-31 04:58:06,"pop prince who deserves the world https://t.co/1EZ41rDpPd","Twitter for iPhone",TRUE,FALSE,10604,88428,"troye"
"ArianaGrande.785","1035390886094548992",2018-08-31 04:56:38,"a brilliant body of work by my friend @troyesivan, Bloom is out now https://t.co/rbK65hi1jK","Twitter for iPhone",FALSE,FALSE,9104,59895,NA
"ArianaGrande.786","1035390448104353793",2018-08-31 04:54:54,"my poor fall out boy worshiping heart https://t.co/D2pg6Gv41v","Twitter for iPhone",TRUE,FALSE,8004,83250,"pw"
"ArianaGrande.787","1035369692549013504",2018-08-31 03:32:25,"me in a tweet https://t.co/CQZuB5Kncm","Twitter for iPhone",TRUE,FALSE,12827,98955,"martina"
"ArianaGrande.788","1035358198675525632",2018-08-31 02:46:45,"ilysm my sis @nickiminaj 
why was being on #queenradio the most intimidating two mins of my life sksjsjsksj i was the shyest
*back to regularly scheduled programming* 
imy bye","Twitter for iPhone",FALSE,FALSE,8935,71655,NA
"ArianaGrande.789","1034868273928658944",2018-08-29 18:19:58,"♡ https://t.co/XiLXdqZraz","Twitter for iPhone",FALSE,FALSE,16239,134343,NA
"ArianaGrande.790","1034663839428763648",2018-08-29 04:47:37,"happiest bye","Twitter for iPhone",FALSE,FALSE,15776,112119,NA
"ArianaGrande.791","1034538224880889856",2018-08-28 20:28:28,"jesus https://t.co/9GWKgGG1Jb","Twitter for iPhone",TRUE,FALSE,7238,51178,"rozy"
"ArianaGrande.792","1034536714398773248",2018-08-28 20:22:28,"ʞɔnɟ ʎloɥ https://t.co/8lM3AJVvsv","Twitter for iPhone",FALSE,FALSE,6946,59670,NA
"ArianaGrande.793","1034511370820231169",2018-08-28 18:41:45,"tbh https://t.co/x2ZytMI1wW","Twitter for iPhone",TRUE,FALSE,4793,45378,"knee"
"ArianaGrande.794","1034494688475205636",2018-08-28 17:35:28,"! https://t.co/yAHtIZJjCy","Twitter for iPhone",FALSE,FALSE,15689,175113,NA
"ArianaGrande.795","1034207336850759685",2018-08-27 22:33:38,"i screamed what the shit is this ! cutie come down omg https://t.co/sN80LHbRMl","Twitter for iPhone",TRUE,FALSE,11402,88752,"jordan | may 29"
"ArianaGrande.796","1034207047766528000",2018-08-27 22:32:29,"we’re holding each other crying https://t.co/S7qVL9aceN","Twitter for iPhone",TRUE,FALSE,5005,42848,"lana 💋"
"ArianaGrande.797","1034205453511667712",2018-08-27 22:26:09,"omg ! https://t.co/7MYxFtk5ju","Twitter for iPhone",TRUE,FALSE,4047,37675,"tammy"
"ArianaGrande.798","1034190423772811269",2018-08-27 21:26:26,"thank u @americanexpress 🌬sweetener sessions were such a dream https://t.co/thuVWi1FOJ","Twitter for iPhone",FALSE,FALSE,6178,42665,NA
"ArianaGrande.799","1034183261579345920",2018-08-27 20:57:58,"@comingoflight HAHAHAHA","Twitter for iPhone",FALSE,FALSE,386,3873,NA
"ArianaGrande.800","1034180242859073536",2018-08-27 20:45:58,"pls continue making these https://t.co/z2hZT4TYOy","Twitter for iPhone",TRUE,FALSE,6455,57795,"knee"
"ArianaGrande.801","1034180185036341248",2018-08-27 20:45:44,"this is insane i’m gonna pass out thank u sm 🛸 https://t.co/66vKctynd3","Twitter for iPhone",TRUE,FALSE,5407,48856,"billboard"
"ArianaGrande.802","1034179984808525824",2018-08-27 20:44:57,"♡ https://t.co/WKgxV5gRwA","Twitter for iPhone",TRUE,FALSE,4458,40914,"Universal Music Publishing Group"
"ArianaGrande.803","1033802805654347776",2018-08-26 19:46:10,"hellooOo i am so grateful","Twitter for iPhone",FALSE,FALSE,13824,106689,NA
"ArianaGrande.804","1033790842509488128",2018-08-26 18:58:38,"post release week mood https://t.co/kcfxpwEgi8","Twitter for iPhone",FALSE,FALSE,10771,86436,NA
"ArianaGrande.805","1033766510131470336",2018-08-26 17:21:57,"uoos llǝʍ ʇǝƃ https://t.co/oOad790fTc","Twitter for iPhone",FALSE,FALSE,15177,113905,NA
"ArianaGrande.806","1033599700576829440",2018-08-26 06:19:06,"sǝlǝƃuɐ sol n ʞuɐɥʇ https://t.co/gbYjo9WzzJ","Twitter for iPhone",FALSE,FALSE,16401,102965,NA
"ArianaGrande.807","1033504297139359744",2018-08-26 00:00:00,"@Kehlani the fact that i can tell who texted u this jus by how they type :’)","Twitter for iPhone",FALSE,FALSE,1149,12696,NA
"ArianaGrande.808","1033484385381576704",2018-08-25 22:40:53,"https://t.co/o3UsUHlPMw https://t.co/jfww3bYrSC","Twitter for iPhone",FALSE,FALSE,14930,73079,NA
"ArianaGrande.809","1033396852153090050",2018-08-25 16:53:03,"happy bday my everything ! what’re your favs from this album ? 
mine are byhrb, only one, best mistake and be my baby 🌬
so many dope memories from this era thank u so much always 
i love u https://t.co/GUYAFIPwZA","Twitter for iPhone",TRUE,FALSE,14247,98835,"ingrid"
"ArianaGrande.810","1033166530404659200",2018-08-25 01:37:50,"ʸᵘʰ","Twitter for iPhone",FALSE,FALSE,35870,165971,NA
"ArianaGrande.811","1033166052056858625",2018-08-25 01:35:56,"@sendarianahugs and also some people HATE seeing women succeed / happy so ... imma lay low for a sec n jus enjoy the moment 🌬 
love u
i’m grateful for u
jus not tryna see some shit that brings me down rn bc i am floating 
☁️","Twitter for iPhone",FALSE,FALSE,1047,6866,NA
"ArianaGrande.812","1033165675504836608",2018-08-25 01:34:26,"@sendarianahugs u kno? i’m a human being. it’s fun on here but also i’m always used for click bait and then i’m like ahhh ! i forget there r shitty people out here who don’t get me like y’all do. u feel me?","Twitter for iPhone",FALSE,FALSE,832,6274,NA
"ArianaGrande.813","1033165388648013824",2018-08-25 01:33:18,"@sendarianahugs i know. u guys always lift me up. i love u. i jus work too hard n have too much to celebrate to come on here and see some dumb ass articles n misconstruing my humor n what not. ‘shade’ my ass. jus tryna keep it out me bubble n stay present.","Twitter for iPhone",FALSE,FALSE,1007,6956,NA
"ArianaGrande.814","1033159075750658048",2018-08-25 01:08:13,"n ǝʌol","Twitter for iPhone",FALSE,FALSE,13052,73128,NA
"ArianaGrande.815","1033149272496238593",2018-08-25 00:29:16,"! https://t.co/zWrCFN4AU5","Twitter for iPhone",TRUE,FALSE,6368,52786,"MANDY"
"ArianaGrande.816","1033102562780737536",2018-08-24 21:23:39,"https://t.co/sIYf0ji4b6","Twitter for iPhone",FALSE,FALSE,17067,109332,NA
"ArianaGrande.817","1033100439171092482",2018-08-24 21:15:13,"ur new homework https://t.co/pPzPV62PZM","Twitter for iPhone",TRUE,FALSE,6212,51258,"tamara"
"ArianaGrande.818","1033099444747677696",2018-08-24 21:11:16,"pete and i just ate like the parents from spirited away","Twitter for iPhone",FALSE,FALSE,8226,86207,NA
"ArianaGrande.819","1033098149739548675",2018-08-24 21:06:07,"i been ready since november https://t.co/AT6euSEQFe","Twitter for iPhone",TRUE,FALSE,5032,41154,"ᴛ𝙃a𝐋𝐸s"
"ArianaGrande.820","1033090897112707072",2018-08-24 20:37:18,"fall ! she is coming 🍂 thank fuck as i’ve left my pumpkins and cobwebs up since last year and pete jus put up ghost lights","Twitter for iPhone",FALSE,FALSE,9686,78617,NA
"ArianaGrande.821","1033077192748662786",2018-08-24 19:42:51,"n ǝʌol ᴉ","Twitter for iPhone",FALSE,FALSE,9186,52203,NA
"ArianaGrande.822","1033076976318332928",2018-08-24 19:41:59,"me hoy minoy https://t.co/h0h7AOLzZl","Twitter for iPhone",TRUE,FALSE,3251,29306,"alysha"
"ArianaGrande.823","1033076598227050497",2018-08-24 19:40:29,"me too 
love u more https://t.co/cVY6JsfkB2","Twitter for iPhone",FALSE,FALSE,2489,23607,NA
"ArianaGrande.824","1033076360397447168",2018-08-24 19:39:32,"we almost done 
we added a sweetener episode das why https://t.co/x0dpaVia2F","Twitter for iPhone",TRUE,FALSE,3258,29360,"taylor"
"ArianaGrande.825","1033075796217417728",2018-08-24 19:37:18,"omg ur using ‘rose’ correctly i am so proud https://t.co/fghBuu2xBH","Twitter for iPhone",TRUE,FALSE,2521,24113,"NIKEta"
"ArianaGrande.826","1033075701103185920",2018-08-24 19:36:55,"my third black coffee of the day says what’s good https://t.co/Q5hTes8Qx9","Twitter for iPhone",TRUE,FALSE,5042,36134,"paula"
"ArianaGrande.827","1033075551693688832",2018-08-24 19:36:19,"thank god bc https://t.co/YQxQ9q944W","Twitter for iPhone",TRUE,FALSE,3095,26541,"‎‏ً"
"ArianaGrande.828","1033075487105536000",2018-08-24 19:36:04,"i’m so excited u have no idea 
u all have been so dearly missed https://t.co/kOWeaCHsun","Twitter for iPhone",TRUE,FALSE,2514,23536,"em"
"ArianaGrande.829","1033075253528997888",2018-08-24 19:35:08,"shit that’s better than “arianators” i still wanna kno who came up w that bc.... we need to talk 
i liked ariana army best bc that’s what grandpa called y’all https://t.co/5TxyQ72yP7","Twitter for iPhone",TRUE,FALSE,6566,49962,"baby jady"
"ArianaGrande.830","1033075012696203265",2018-08-24 19:34:11,"sis me too i been asking to see the routing for weeks but they’re still finalizing 
i’m on it i promise https://t.co/oQTaAuhT2J","Twitter for iPhone",TRUE,FALSE,3377,28733,"Moonlightbae🌙"
"ArianaGrande.831","1033074516694638594",2018-08-24 19:32:13,"this is how u kno we’re too close https://t.co/z3FnlcZ5PZ","Twitter for iPhone",TRUE,FALSE,2550,23977,"daniella"
"ArianaGrande.832","1033074395466682371",2018-08-24 19:31:44,"girl i- https://t.co/Tg9BUIbzpn","Twitter for iPhone",TRUE,FALSE,3095,27710,"marcolas 💧"
"ArianaGrande.833","1033074139064619013",2018-08-24 19:30:42,"it’s the most accurate depiction of how i feel when she’s up https://t.co/JpEqoHgI3H","Twitter for iPhone",FALSE,FALSE,2092,19138,NA
"ArianaGrande.834","1033073881173635078",2018-08-24 19:29:41,"@_sexualgrande so grateful sheesh","Twitter for iPhone",FALSE,FALSE,577,4776,NA
"ArianaGrande.835","1033073533616828417",2018-08-24 19:28:18,"it is what it is 🦌 https://t.co/CuTo8TQs7Q","Twitter for iPhone",TRUE,FALSE,2310,21012,"𝑎𝑚𝑏𝑒𝑟"
"ArianaGrande.836","1033073315357835266",2018-08-24 19:27:26,"u kno https://t.co/90rcgoKkju","Twitter for iPhone",TRUE,FALSE,2100,20223,"jasmine"
"ArianaGrande.837","1033073245615017984",2018-08-24 19:27:09,"🦌","Twitter for iPhone",FALSE,FALSE,3282,26885,NA
"ArianaGrande.838","1033073200043843585",2018-08-24 19:26:59,"ugh she’s up and she’s divine","Twitter for iPhone",FALSE,FALSE,5382,37994,NA
"ArianaGrande.839","1033073001493946369",2018-08-24 19:26:11,"nah i can’t feel anymore the nerves in my head said fuck u a good year or two ago we’re good https://t.co/lJYQNH7zaF","Twitter for iPhone",TRUE,FALSE,5013,40949,"charleigh"
"ArianaGrande.840","1033072680600264704",2018-08-24 19:24:55,"i’m jus ....... supposed to have a high pony u kno ? some things are just meant to be and this is jus one of those things","Twitter for iPhone",FALSE,FALSE,12395,107357,NA
"ArianaGrande.841","1033072384415346689",2018-08-24 19:23:44,"my god going back to a high pony after a few days of not wearing a high pony is ......... a remarkable feeling","Twitter for iPhone",FALSE,FALSE,6423,56931,NA
"ArianaGrande.842","1033031423307988998",2018-08-24 16:40:58,"hello i am still crying 
thank you for everything always 🌬 https://t.co/nWsC79a2qR","Twitter for iPhone",FALSE,FALSE,15273,96553,NA
"ArianaGrande.843","1032855984832749568",2018-08-24 05:03:50,"thank you thank you thank you thank you thank you","Twitter for iPhone",FALSE,FALSE,8351,70390,NA
"ArianaGrande.844","1032854826382749696",2018-08-24 04:59:14,"“i’m so happy i could wear a fedora” - pete davidson !","Twitter for iPhone",FALSE,FALSE,5738,55542,NA
"ArianaGrande.845","1032854159899455488",2018-08-24 04:56:35,"!!!","Twitter for iPhone",FALSE,FALSE,3943,33566,NA
"ArianaGrande.846","1032854045474648065",2018-08-24 04:56:08,"hello everyone ! sweetener is officially number one n i jus wanted to say thank u so much 
ik these things don’t really matter but i am over the moon grateful n i just want to thank u for all ur warmth n for receiving this project w such love
thank u for all that u do 🌬
🌫","Twitter for iPhone",FALSE,FALSE,18130,133937,NA
